column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
34235,2,2,Shipping on time,0,2015-06-14 06:04:00.0000000,Second Class,Europe,11116
34237,2,2,Shipping on time,0,2015-07-20 07:25:00.0000000,Second Class,Europe,13586
34241,4,4,Shipping on time,0,2016-06-07 16:57:00.0000000,Standard Class,USCA,35603
34242,4,4,Shipping on time,0,2016-08-20 20:43:00.0000000,Standard Class,USCA,40683
34243,4,4,Shipping on time,0,2016-06-19 02:14:00.0000000,Standard Class,USCA,36383
34246,4,4,Shipping on time,0,2016-05-31 18:33:00.0000000,Standard Class,USCA,35128
34247,4,4,Shipping on time,0,2016-04-10 05:50:00.0000000,Standard Class,USCA,31598
34251,4,4,Shipping on time,0,2016-04-17 07:45:00.0000000,Standard Class,USCA,32083
34252,4,4,Shipping on time,0,2016-05-17 07:42:00.0000000,Standard Class,USCA,34138
34255,4,4,Shipping on time,0,2016-06-17 02:56:00.0000000,Standard Class,USCA,36248
34259,4,4,Shipping on time,0,2016-04-22 19:07:00.0000000,Standard Class,USCA,32458
34265,4,4,Shipping on time,0,2016-07-13 09:33:00.0000000,Standard Class,USCA,38048
34267,4,4,Shipping on time,0,2016-07-27 16:53:00.0000000,Standard Class,USCA,39028
34268,4,4,Shipping on time,0,2016-05-14 23:39:00.0000000,Standard Class,USCA,33978
34271,4,4,Shipping on time,0,2016-05-10 19:48:00.0000000,Standard Class,USCA,33693
34275,4,4,Shipping on time,0,2016-08-25 07:34:00.0000000,Standard Class,USCA,40988
34276,4,4,Shipping on time,0,2016-08-12 04:15:00.0000000,Standard Class,USCA,40088
34280,4,4,Shipping on time,0,2017-01-03 04:24:00.0000000,Standard Class,USCA,49953
34286,4,4,Shipping on time,0,2016-08-18 23:10:00.0000000,Standard Class,USCA,40553
34291,4,4,Shipping on time,0,2016-08-20 03:11:00.0000000,Standard Class,USCA,40633
34296,4,4,Shipping on time,0,2016-08-23 08:16:00.0000000,Standard Class,USCA,40853
34301,4,4,Shipping on time,0,2016-04-11 13:22:00.0000000,Standard Class,USCA,31688
34305,4,4,Shipping on time,0,2016-06-28 17:27:00.0000000,Standard Class,USCA,37043
34306,4,4,Shipping on time,0,2016-05-02 01:36:00.0000000,Standard Class,USCA,33093
34307,4,4,Shipping on time,0,2016-05-21 23:49:00.0000000,Standard Class,USCA,34458
34313,4,4,Shipping on time,0,2016-06-10 11:31:00.0000000,Standard Class,USCA,35793
34324,4,4,Shipping on time,0,2016-09-24 19:47:00.0000000,Standard Class,Africa,43078
34325,4,4,Shipping on time,0,2016-10-01 07:41:00.0000000,Standard Class,Africa,43523
34326,4,4,Shipping on time,0,2016-12-13 16:10:00.0000000,Standard Class,Africa,48548
34327,4,4,Shipping on time,0,2016-10-17 17:49:00.0000000,Standard Class,Africa,44648
34330,4,4,Shipping on time,0,2015-09-28 05:14:00.0000000,Standard Class,Europe,18238
34337,4,4,Shipping on time,0,2017-09-15 18:56:00.0000000,Standard Class,Europe,67463
34339,4,4,Shipping on time,0,2015-06-05 09:46:00.0000000,Standard Class,Europe,10373
34348,4,4,Shipping on time,0,2017-01-16 23:29:00.0000000,Standard Class,Europe,50898
34351,4,4,Shipping on time,0,2017-06-29 18:21:00.0000000,Standard Class,Europe,62118
34352,4,4,Shipping on time,0,2015-10-19 17:59:00.0000000,Standard Class,Europe,19713
34353,4,4,Shipping on time,0,2017-07-20 18:50:00.0000000,Standard Class,Europe,63558
34360,4,4,Shipping on time,0,2017-08-18 04:16:00.0000000,Standard Class,Europe,65503
34367,4,4,Shipping on time,0,2017-01-26 18:13:00.0000000,Standard Class,LATAM,51568
34368,4,4,Shipping on time,0,2017-05-19 07:22:00.0000000,Standard Class,LATAM,59278
34372,4,4,Shipping on time,0,2017-04-23 02:30:00.0000000,Standard Class,LATAM,57483
34376,4,4,Shipping on time,0,2015-04-26 09:49:00.0000000,Standard Class,LATAM,7633
34380,4,4,Shipping on time,0,2015-02-24 23:24:00.0000000,Standard Class,LATAM,3493
34393,4,4,Shipping on time,0,2016-01-24 16:16:00.0000000,Standard Class,Pacific Asia,26353
34396,4,4,Shipping on time,0,2016-03-04 19:43:00.0000000,Standard Class,Pacific Asia,29103
34397,4,4,Shipping on time,0,2016-12-30 21:34:00.0000000,Standard Class,Pacific Asia,49728
34402,4,4,Shipping on time,0,2015-12-27 05:06:00.0000000,Standard Class,Pacific Asia,24403
34404,4,4,Shipping on time,0,2016-03-05 02:44:00.0000000,Standard Class,Pacific Asia,29123
34410,4,4,Shipping on time,0,2016-10-22 22:12:00.0000000,Standard Class,Pacific Asia,45003
34417,4,4,Shipping on time,0,2016-01-01 14:44:00.0000000,Standard Class,Pacific Asia,24773
34427,4,4,Shipping on time,0,2016-07-09 21:28:00.0000000,Standard Class,USCA,37808
34429,4,4,Shipping on time,0,2016-05-31 06:17:00.0000000,Standard Class,USCA,35093
34441,4,4,Shipping on time,0,2016-06-28 05:12:00.0000000,Standard Class,USCA,37008
34447,4,4,Shipping on time,0,2016-07-15 01:50:00.0000000,Standard Class,USCA,38163
34448,4,4,Shipping on time,0,2016-07-20 14:58:00.0000000,Standard Class,USCA,38543
34456,4,4,Shipping on time,0,2016-09-17 02:06:00.0000000,Standard Class,Africa,42548
34458,4,4,Shipping on time,0,2017-08-11 05:51:00.0000000,Standard Class,Europe,65028
34463,4,4,Shipping on time,0,2016-11-25 22:30:00.0000000,Standard Class,Europe,47333
34464,4,4,Shipping on time,0,2017-09-09 08:47:00.0000000,Standard Class,Europe,67023
34479,4,4,Shipping on time,0,2015-06-05 13:16:00.0000000,Standard Class,Europe,10383
34493,4,4,Shipping on time,0,2017-02-28 19:44:00.0000000,Standard Class,LATAM,53833
34496,4,4,Shipping on time,0,2015-01-17 19:15:00.0000000,Standard Class,LATAM,878
34510,4,4,Shipping on time,0,2016-01-05 23:50:00.0000000,Standard Class,Pacific Asia,25073
34514,4,4,Shipping on time,0,2016-04-04 02:41:00.0000000,Standard Class,Pacific Asia,31178
34521,4,4,Shipping on time,0,2016-06-16 07:40:00.0000000,Standard Class,USCA,36193
34523,4,4,Shipping on time,0,2016-07-29 21:26:00.0000000,Standard Class,USCA,39178
34526,4,4,Shipping on time,0,2016-06-27 06:25:00.0000000,Standard Class,USCA,36943
34529,4,4,Shipping on time,0,2016-06-18 15:43:00.0000000,Standard Class,USCA,36353
34533,4,4,Shipping on time,0,2017-01-01 05:06:00.0000000,Standard Class,Africa,49818
34537,4,4,Shipping on time,0,2017-07-26 11:28:00.0000000,Standard Class,Europe,63948
34546,4,4,Shipping on time,0,2015-07-17 21:16:00.0000000,Standard Class,Europe,13283
34548,4,4,Shipping on time,0,2015-08-20 23:19:00.0000000,Standard Class,Europe,15618
34559,4,4,Shipping on time,0,2015-08-08 08:16:00.0000000,Standard Class,Europe,14753
34561,4,4,Shipping on time,0,2015-02-22 10:05:00.0000000,Standard Class,LATAM,3318
34562,4,4,Shipping on time,0,2015-02-02 06:37:00.0000000,Standard Class,LATAM,1938
34570,4,4,Shipping on time,0,2017-03-13 05:32:00.0000000,Standard Class,LATAM,54683
34573,4,4,Shipping on time,0,2017-04-28 22:38:00.0000000,Standard Class,LATAM,57883
34577,4,4,Shipping on time,0,2017-01-07 01:15:00.0000000,Standard Class,Pacific Asia,50218
34581,4,4,Shipping on time,0,2015-12-21 05:27:00.0000000,Standard Class,Pacific Asia,23993
34582,4,4,Shipping on time,0,2015-11-16 23:54:00.0000000,Standard Class,Pacific Asia,21648
34586,4,4,Shipping on time,0,2016-04-03 02:10:00.0000000,Standard Class,Pacific Asia,31108
34588,4,4,Shipping on time,0,2016-02-27 00:49:00.0000000,Standard Class,Pacific Asia,28638
34589,4,4,Shipping on time,0,2015-11-26 22:08:00.0000000,Standard Class,Pacific Asia,22328
34591,4,4,Shipping on time,0,2016-10-02 18:43:00.0000000,Standard Class,Pacific Asia,43623
34592,4,4,Shipping on time,0,2016-10-22 06:26:00.0000000,Standard Class,Pacific Asia,44958
34608,4,4,Shipping on time,0,2017-01-18 22:46:00.0000000,Standard Class,Africa,51033
34609,4,4,Shipping on time,0,2017-01-06 00:43:00.0000000,Standard Class,Africa,50148
34610,4,4,Shipping on time,0,2017-01-08 14:02:00.0000000,Standard Class,Africa,50323
34617,4,4,Shipping on time,0,2015-10-21 17:17:00.0000000,Standard Class,Europe,19848
34619,4,4,Shipping on time,0,2015-03-08 03:25:00.0000000,Standard Class,LATAM,4258
34622,4,4,Shipping on time,0,2015-02-23 14:07:00.0000000,Standard Class,LATAM,3398
34624,4,4,Shipping on time,0,2017-05-21 15:25:00.0000000,Standard Class,LATAM,59438
34629,4,4,Shipping on time,0,2015-04-21 17:43:00.0000000,Standard Class,LATAM,7313
34633,4,4,Shipping on time,0,2017-04-23 16:31:00.0000000,Standard Class,LATAM,57523
34635,4,4,Shipping on time,0,2017-02-23 06:36:00.0000000,Standard Class,LATAM,53453
34643,4,4,Shipping on time,0,2017-01-29 19:47:00.0000000,Standard Class,LATAM,51778
34646,4,4,Shipping on time,0,2016-02-08 17:08:00.0000000,Standard Class,Pacific Asia,27383
34647,4,4,Shipping on time,0,2017-01-15 21:12:00.0000000,Standard Class,Pacific Asia,50823
34650,4,4,Shipping on time,0,2016-12-19 19:19:00.0000000,Standard Class,Pacific Asia,48968
34652,4,4,Shipping on time,0,2016-08-31 15:58:00.0000000,Standard Class,Pacific Asia,41423
34654,4,4,Shipping on time,0,2016-04-10 11:05:00.0000000,Standard Class,USCA,31613
34658,4,4,Shipping on time,0,2016-04-25 01:26:00.0000000,Standard Class,USCA,32613
34856,0,0,Shipping on time,0,2016-12-17 16:15:00.0000000,Same Day,Africa,49062
34863,0,0,Shipping on time,0,2015-08-16 15:42:00.0000000,Same Day,Europe,15562
34864,0,0,Shipping on time,0,2017-11-06 12:59:00.0000000,Same Day,Europe,71248
34865,0,0,Shipping on time,0,2017-07-04 19:18:00.0000000,Same Day,Europe,62703
34869,0,0,Shipping on time,0,2016-09-20 13:55:00.0000000,Same Day,Europe,43027
34873,0,0,Shipping on time,0,2015-09-15 23:22:00.0000000,Same Day,Europe,17639
34874,0,0,Shipping on time,0,2015-07-14 15:34:00.0000000,Same Day,Europe,13301
34878,0,0,Shipping on time,0,2017-11-08 20:42:00.0000000,Same Day,Europe,71407
34879,0,0,Shipping on time,0,2017-02-17 20:43:00.0000000,Same Day,LATAM,53322
34882,0,0,Shipping on time,0,2017-02-23 23:51:00.0000000,Same Day,LATAM,53742
34883,0,0,Shipping on time,0,2017-06-04 19:20:00.0000000,Same Day,LATAM,60648
34884,0,0,Shipping on time,0,2017-06-05 16:21:00.0000000,Same Day,LATAM,60708
34885,0,0,Shipping on time,0,2015-03-28 17:50:00.0000000,Same Day,LATAM,5909
34886,0,0,Shipping on time,0,2015-01-17 14:25:00.0000000,Same Day,LATAM,1104
34890,0,0,Shipping on time,0,2018-01-28 20:03:00.0000000,Same Day,Pacific Asia,76954
34893,0,0,Shipping on time,0,2016-10-06 19:30:00.0000000,Same Day,Pacific Asia,44139
34898,0,0,Shipping on time,0,2016-01-21 17:14:00.0000000,Same Day,Pacific Asia,26390
34899,0,0,Shipping on time,0,2017-12-12 22:45:00.0000000,Same Day,Pacific Asia,73742
34900,0,0,Shipping on time,0,2015-11-04 19:06:00.0000000,Same Day,Pacific Asia,21052
34905,0,0,Shipping on time,0,2015-12-07 12:55:00.0000000,Same Day,Pacific Asia,23295
34906,0,0,Shipping on time,0,2016-01-22 12:30:00.0000000,Same Day,Pacific Asia,26445
34907,0,0,Shipping on time,0,2015-11-07 13:40:00.0000000,Same Day,Pacific Asia,21242
34908,0,0,Shipping on time,0,2018-01-21 19:53:00.0000000,Same Day,Pacific Asia,76474
34912,0,0,Shipping on time,0,2016-05-13 17:57:00.0000000,Same Day,USCA,34133
34913,0,0,Shipping on time,0,2016-05-12 18:29:00.0000000,Same Day,USCA,34066
34914,0,0,Shipping on time,0,2016-05-10 16:44:00.0000000,Same Day,USCA,33924
34916,0,0,Shipping on time,0,2016-07-03 18:45:00.0000000,Same Day,USCA,37629
34918,0,0,Shipping on time,0,2015-07-21 21:00:00.0000000,Same Day,Europe,13796
34921,0,0,Shipping on time,0,2016-03-03 23:29:00.0000000,Same Day,Pacific Asia,29285
34922,0,0,Shipping on time,0,2015-10-16 12:17:00.0000000,Same Day,Europe,19731
34925,0,0,Shipping on time,0,2015-06-02 20:32:00.0000000,Same Day,Europe,10438
34927,0,0,Shipping on time,0,2015-02-18 18:14:00.0000000,Same Day,LATAM,3307
34928,0,0,Shipping on time,0,2016-05-04 20:57:00.0000000,Same Day,USCA,33525
34930,0,0,Shipping on time,0,2015-12-18 12:23:00.0000000,Same Day,Pacific Asia,24047
34948,2,2,Shipping on time,0,2017-08-26 17:34:00.0000000,Second Class,Europe,66226
34956,2,2,Shipping on time,0,2017-11-04 12:12:00.0000000,Second Class,Europe,71006
34961,2,2,Shipping on time,0,2016-12-10 07:56:00.0000000,Second Class,Europe,48456
34963,2,2,Shipping on time,0,2015-09-04 15:46:00.0000000,Second Class,Europe,16761
34965,2,2,Shipping on time,0,2017-10-22 03:38:00.0000000,Second Class,Europe,70091
34968,2,2,Shipping on time,0,2017-07-05 04:19:00.0000000,Second Class,Europe,62626
34970,2,2,Shipping on time,0,2017-08-05 06:33:00.0000000,Second Class,Europe,64756
34971,2,2,Shipping on time,0,2015-08-24 10:00:00.0000000,Second Class,Europe,15991
34978,2,2,Shipping on time,0,2015-09-03 18:45:00.0000000,Second Class,Europe,16701
34984,2,2,Shipping on time,0,2015-07-28 01:06:00.0000000,Second Class,Europe,14116
34993,2,2,Shipping on time,0,2017-06-21 12:45:00.0000000,Second Class,Europe,61691
35002,2,2,Shipping on time,0,2015-08-23 11:14:00.0000000,Second Class,Europe,15926
35015,2,2,Shipping on time,0,2015-09-12 05:57:00.0000000,Second Class,Europe,17281
35018,2,2,Shipping on time,0,2017-10-05 10:30:00.0000000,Second Class,Europe,68946
35029,2,2,Shipping on time,0,2015-04-30 14:01:00.0000000,Second Class,LATAM,8056
35035,2,2,Shipping on time,0,2015-04-29 09:59:00.0000000,Second Class,LATAM,7976
35037,2,2,Shipping on time,0,2015-01-17 00:19:00.0000000,Second Class,LATAM,961
35046,2,2,Shipping on time,0,2015-03-19 00:46:00.0000000,Second Class,LATAM,5141
35058,2,2,Shipping on time,0,2017-04-10 04:47:00.0000000,Second Class,LATAM,56736
35065,2,2,Shipping on time,0,2015-01-28 00:50:00.0000000,Second Class,LATAM,1716
35069,2,2,Shipping on time,0,2017-02-25 18:31:00.0000000,Second Class,LATAM,53761
35070,2,2,Shipping on time,0,2015-04-02 13:21:00.0000000,Second Class,LATAM,6136
35084,2,2,Shipping on time,0,2018-01-10 10:32:00.0000000,Second Class,Pacific Asia,75591
35086,2,2,Shipping on time,0,2018-01-05 16:40:00.0000000,Second Class,Pacific Asia,75266
35092,2,2,Shipping on time,0,2015-11-24 17:56:00.0000000,Second Class,Pacific Asia,22316
35095,2,2,Shipping on time,0,2018-01-29 22:15:00.0000000,Second Class,Pacific Asia,76926
35103,2,2,Shipping on time,0,2016-02-01 08:33:00.0000000,Second Class,Pacific Asia,27016
35106,2,2,Shipping on time,0,2015-11-05 23:44:00.0000000,Second Class,Pacific Asia,21031
35111,2,2,Shipping on time,0,2017-11-25 16:12:00.0000000,Second Class,Pacific Asia,72456
35116,2,2,Shipping on time,0,2017-12-24 05:08:00.0000000,Second Class,Pacific Asia,74411
35120,2,2,Shipping on time,0,2016-03-30 21:26:00.0000000,Second Class,Pacific Asia,31026
35135,2,2,Shipping on time,0,2016-02-12 23:04:00.0000000,Second Class,Pacific Asia,27811
35136,2,2,Shipping on time,0,2018-01-26 17:10:00.0000000,Second Class,Pacific Asia,76706
35159,2,2,Shipping on time,0,2016-04-24 01:15:00.0000000,Second Class,USCA,32681
35160,2,2,Shipping on time,0,2016-04-07 18:37:00.0000000,Second Class,USCA,31566
35161,2,2,Shipping on time,0,2016-06-01 14:10:00.0000000,Second Class,USCA,35321
35162,2,2,Shipping on time,0,2016-07-06 09:44:00.0000000,Second Class,USCA,37706
35165,2,2,Shipping on time,0,2017-09-21 20:41:00.0000000,Second Class,Europe,68016
35177,4,4,Shipping on time,0,2015-01-26 06:27:00.0000000,Standard Class,LATAM,1458
35180,4,4,Shipping on time,0,2015-03-14 10:03:00.0000000,Standard Class,LATAM,4688
35184,4,4,Shipping on time,0,2017-04-09 09:10:00.0000000,Standard Class,LATAM,56543
35187,4,4,Shipping on time,0,2015-01-14 19:25:00.0000000,Standard Class,LATAM,673
35194,4,4,Shipping on time,0,2016-03-02 15:10:00.0000000,Standard Class,Pacific Asia,28953
35196,4,4,Shipping on time,0,2015-12-25 23:19:00.0000000,Standard Class,Pacific Asia,24318
35197,4,4,Shipping on time,0,2015-11-16 15:08:00.0000000,Standard Class,Pacific Asia,21623
35200,4,4,Shipping on time,0,2015-11-08 17:57:00.0000000,Standard Class,Pacific Asia,21083
35207,4,4,Shipping on time,0,2016-06-06 21:41:00.0000000,Standard Class,USCA,35548
35217,4,4,Shipping on time,0,2016-09-16 22:36:00.0000000,Standard Class,Africa,42538
35225,4,4,Shipping on time,0,2017-07-12 04:08:00.0000000,Standard Class,Europe,62968
35228,4,4,Shipping on time,0,2015-10-07 15:12:00.0000000,Standard Class,Europe,18883
35233,4,4,Shipping on time,0,2015-02-27 10:57:00.0000000,Standard Class,LATAM,3663
35241,4,4,Shipping on time,0,2015-01-09 09:48:00.0000000,Standard Class,LATAM,303
35242,4,4,Shipping on time,0,2017-02-11 14:20:00.0000000,Standard Class,LATAM,52653
35252,4,4,Shipping on time,0,2016-06-17 08:11:00.0000000,Standard Class,USCA,36263
35254,4,4,Shipping on time,0,2016-04-26 19:28:00.0000000,Standard Class,USCA,32733
35256,4,4,Shipping on time,0,2016-04-11 15:07:00.0000000,Standard Class,USCA,31693
35682,0,0,Shipping on time,0,2017-01-17 15:20:00.0000000,Same Day,Africa,51183
35683,0,0,Shipping on time,0,2016-09-15 17:36:00.0000000,Same Day,Africa,42695
35686,0,0,Shipping on time,0,2016-12-20 20:37:00.0000000,Same Day,Africa,49280
35687,0,0,Shipping on time,0,2017-01-03 23:24:00.0000000,Same Day,Africa,50247
35688,0,0,Shipping on time,0,2016-11-26 14:42:00.0000000,Same Day,Africa,47619
35695,0,0,Shipping on time,0,2017-08-20 20:27:00.0000000,Same Day,Europe,65926
35696,0,0,Shipping on time,0,2017-09-09 19:23:00.0000000,Same Day,Europe,67293
35698,0,0,Shipping on time,0,2015-10-13 16:19:00.0000000,Same Day,Europe,19537
35700,0,0,Shipping on time,0,2017-07-06 19:39:00.0000000,Same Day,Europe,62841
35701,0,0,Shipping on time,0,2015-06-11 13:42:00.0000000,Same Day,Europe,11035
35702,0,0,Shipping on time,0,2015-06-24 13:09:00.0000000,Same Day,Europe,11924
35703,0,0,Shipping on time,0,2015-07-07 15:25:00.0000000,Same Day,Europe,12821
35707,0,0,Shipping on time,0,2017-10-05 18:38:00.0000000,Same Day,Europe,69072
35708,0,0,Shipping on time,0,2017-10-13 21:05:00.0000000,Same Day,Europe,69627
35709,0,0,Shipping on time,0,2017-10-29 16:30:00.0000000,Same Day,Europe,70710
35712,0,0,Shipping on time,0,2017-09-04 23:46:00.0000000,Same Day,Europe,66963
35713,0,0,Shipping on time,0,2017-09-23 19:42:00.0000000,Same Day,Europe,68253
35717,0,0,Shipping on time,0,2017-11-08 21:03:00.0000000,Same Day,Europe,71408
35720,0,0,Shipping on time,0,2015-04-01 16:04:00.0000000,Same Day,LATAM,6178
35721,0,0,Shipping on time,0,2017-01-28 12:20:00.0000000,Same Day,LATAM,51928
35722,0,0,Shipping on time,0,2017-02-27 14:24:00.0000000,Same Day,LATAM,53989
35723,0,0,Shipping on time,0,2015-01-05 12:41:00.0000000,Same Day,LATAM,277
35725,0,0,Shipping on time,0,2017-04-24 15:22:00.0000000,Same Day,LATAM,57828
35730,0,0,Shipping on time,0,2015-02-28 16:07:00.0000000,Same Day,LATAM,3986
35734,0,0,Shipping on time,0,2017-02-26 13:10:00.0000000,Same Day,LATAM,53917
35747,0,0,Shipping on time,0,2016-12-09 13:27:00.0000000,Same Day,Pacific Asia,48506
35748,0,0,Shipping on time,0,2016-01-22 12:51:00.0000000,Same Day,Pacific Asia,26446
35752,0,0,Shipping on time,0,2016-02-13 15:16:00.0000000,Same Day,Pacific Asia,27960
35753,0,0,Shipping on time,0,2016-11-20 19:37:00.0000000,Same Day,Pacific Asia,47222
35754,0,0,Shipping on time,0,2017-12-15 21:31:00.0000000,Same Day,Pacific Asia,73944
35756,0,0,Shipping on time,0,2015-12-14 18:41:00.0000000,Same Day,Pacific Asia,23791
35757,0,0,Shipping on time,0,2016-02-21 20:10:00.0000000,Same Day,Pacific Asia,28522
35758,0,0,Shipping on time,0,2017-11-15 21:13:00.0000000,Same Day,Pacific Asia,71888
35759,0,0,Shipping on time,0,2015-12-03 16:47:00.0000000,Same Day,Pacific Asia,23032
35764,0,0,Shipping on time,0,2016-10-06 20:12:00.0000000,Same Day,Pacific Asia,44141
35765,0,0,Shipping on time,0,2016-01-10 17:46:00.0000000,Same Day,Pacific Asia,25638
35767,0,0,Shipping on time,0,2016-02-08 20:01:00.0000000,Same Day,Pacific Asia,27631
35768,0,0,Shipping on time,0,2016-11-15 16:59:00.0000000,Same Day,Pacific Asia,46872
35772,0,0,Shipping on time,0,2016-03-29 18:11:00.0000000,Same Day,Pacific Asia,31051
35773,0,0,Shipping on time,0,2018-01-04 20:47:00.0000000,Same Day,Pacific Asia,75312
35774,0,0,Shipping on time,0,2015-12-16 18:41:00.0000000,Same Day,Pacific Asia,23928
35775,0,0,Shipping on time,0,2015-12-16 18:20:00.0000000,Same Day,Pacific Asia,23927
35776,0,0,Shipping on time,0,2015-11-28 23:16:00.0000000,Same Day,Pacific Asia,22708
35780,0,0,Shipping on time,0,2015-12-10 23:36:00.0000000,Same Day,Pacific Asia,23531
35781,0,0,Shipping on time,0,2016-12-17 16:57:00.0000000,Same Day,Pacific Asia,49064
35791,0,0,Shipping on time,0,2016-05-22 12:31:00.0000000,Same Day,USCA,34734
35792,0,0,Shipping on time,0,2016-07-02 17:53:00.0000000,Same Day,USCA,37558
35793,0,0,Shipping on time,0,2016-07-24 18:54:00.0000000,Same Day,USCA,39068
35802,0,0,Shipping on time,0,2016-01-27 21:05:00.0000000,Same Day,Pacific Asia,26812
35803,0,0,Shipping on time,0,2015-12-17 22:22:00.0000000,Same Day,Pacific Asia,24007
35804,0,0,Shipping on time,0,2016-05-13 16:33:00.0000000,Same Day,USCA,34129
35807,0,0,Shipping on time,0,2016-05-11 15:09:00.0000000,Same Day,USCA,33988
35812,0,0,Shipping on time,0,2015-02-14 23:08:00.0000000,Same Day,LATAM,3047
35813,0,0,Shipping on time,0,2017-03-21 23:49:00.0000000,Same Day,LATAM,55523
35814,0,0,Shipping on time,0,2017-06-08 21:05:00.0000000,Same Day,LATAM,60927
35820,0,0,Shipping on time,0,2017-07-25 15:14:00.0000000,Same Day,Europe,64130
35822,0,0,Shipping on time,0,2017-04-09 16:37:00.0000000,Same Day,LATAM,56804
35825,0,0,Shipping on time,0,2016-01-29 16:52:00.0000000,Same Day,Pacific Asia,26937
35828,0,0,Shipping on time,0,2016-05-26 21:37:00.0000000,Same Day,USCA,35034
35830,0,0,Shipping on time,0,2016-06-21 17:01:00.0000000,Same Day,USCA,36802
35831,0,0,Shipping on time,0,2016-08-16 18:42:00.0000000,Same Day,USCA,40643
35835,2,2,Shipping on time,0,2016-11-08 06:56:00.0000000,Second Class,Africa,46261
35849,2,2,Shipping on time,0,2017-11-05 17:59:00.0000000,Second Class,Europe,71091
35851,2,2,Shipping on time,0,2017-10-15 01:43:00.0000000,Second Class,Europe,69606
35855,2,2,Shipping on time,0,2015-08-28 17:21:00.0000000,Second Class,Europe,16286
35856,2,2,Shipping on time,0,2017-07-23 01:29:00.0000000,Second Class,Europe,63851
35874,2,2,Shipping on time,0,2017-07-03 06:46:00.0000000,Second Class,Europe,62496
35878,2,2,Shipping on time,0,2016-09-30 05:46:00.0000000,Second Class,Europe,43586
35880,2,2,Shipping on time,0,2016-11-30 14:57:00.0000000,Second Class,Europe,47791
35888,2,2,Shipping on time,0,2015-07-24 21:47:00.0000000,Second Class,Europe,13901
35891,2,2,Shipping on time,0,2016-11-23 21:48:00.0000000,Second Class,Europe,47331
35895,2,2,Shipping on time,0,2015-06-11 22:01:00.0000000,Second Class,Europe,10956
35902,2,2,Shipping on time,0,2017-10-12 21:10:00.0000000,Second Class,Europe,69456
35903,2,2,Shipping on time,0,2017-10-12 14:10:00.0000000,Second Class,Europe,69436
35905,2,2,Shipping on time,0,2015-06-30 21:28:00.0000000,Second Class,Europe,12256
35911,2,2,Shipping on time,0,2015-07-12 20:45:00.0000000,Second Class,Europe,13076
35923,2,2,Shipping on time,0,2017-08-03 14:16:00.0000000,Second Class,Europe,64641
35925,2,2,Shipping on time,0,2017-10-27 01:00:00.0000000,Second Class,Europe,70426
35933,2,2,Shipping on time,0,2015-07-01 00:58:00.0000000,Second Class,Europe,12266
35934,2,2,Shipping on time,0,2015-10-24 05:11:00.0000000,Second Class,Europe,20156
35942,2,2,Shipping on time,0,2017-07-26 10:04:00.0000000,Second Class,Europe,64081
35947,2,2,Shipping on time,0,2017-09-06 14:34:00.0000000,Second Class,Europe,66971
35949,2,2,Shipping on time,0,2017-10-07 16:48:00.0000000,Second Class,Europe,69101
35969,2,2,Shipping on time,0,2015-01-04 09:16:00.0000000,Second Class,LATAM,96
35979,2,2,Shipping on time,0,2015-01-13 12:14:00.0000000,Second Class,LATAM,721
35983,2,2,Shipping on time,0,2017-05-03 11:35:00.0000000,Second Class,LATAM,58331
35988,2,2,Shipping on time,0,2017-04-02 18:07:00.0000000,Second Class,LATAM,56226
35992,2,2,Shipping on time,0,2015-01-10 22:56:00.0000000,Second Class,LATAM,546
36008,2,2,Shipping on time,0,2017-03-06 09:13:00.0000000,Second Class,LATAM,54351
36018,2,2,Shipping on time,0,2017-03-21 15:20:00.0000000,Second Class,LATAM,55396
36022,2,2,Shipping on time,0,2015-01-10 01:55:00.0000000,Second Class,LATAM,486
36030,2,2,Shipping on time,0,2017-02-17 16:04:00.0000000,Second Class,LATAM,53206
36054,2,2,Shipping on time,0,2017-12-04 08:40:00.0000000,Second Class,Pacific Asia,73051
36055,2,2,Shipping on time,0,2017-12-03 13:23:00.0000000,Second Class,Pacific Asia,72996
36064,2,2,Shipping on time,0,2016-01-05 10:10:00.0000000,Second Class,Pacific Asia,25171
36073,2,2,Shipping on time,0,2017-12-23 13:22:00.0000000,Second Class,Pacific Asia,74366
36086,2,2,Shipping on time,0,2016-12-19 07:24:00.0000000,Second Class,Pacific Asia,49071
36094,2,2,Shipping on time,0,2016-10-08 20:28:00.0000000,Second Class,Pacific Asia,44176
36097,2,2,Shipping on time,0,2017-11-13 18:40:00.0000000,Second Class,Pacific Asia,71641
36098,2,2,Shipping on time,0,2017-11-27 22:31:00.0000000,Second Class,Pacific Asia,72611
36101,2,2,Shipping on time,0,2017-11-14 08:41:00.0000000,Second Class,Pacific Asia,71681
36106,2,2,Shipping on time,0,2018-01-09 08:16:00.0000000,Second Class,Pacific Asia,75516
36115,2,2,Shipping on time,0,2015-12-12 08:06:00.0000000,Second Class,Pacific Asia,23521
36117,2,2,Shipping on time,0,2017-01-16 16:49:00.0000000,Second Class,Pacific Asia,51016
36120,2,2,Shipping on time,0,2017-12-30 10:02:00.0000000,Second Class,Pacific Asia,74836
36126,2,2,Shipping on time,0,2016-01-04 20:09:00.0000000,Second Class,Pacific Asia,25131
